date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:23:42	127/127	---MCZ	200	added ('OK')	text/css	etag:W/%2256fa285a-7f%22	http://bootstrapdocs.com/v3.0.3/docs/examples/jumbotron/jumbotron.css	C:/My%20Web%20Sites/http___bootstrapdocs.com_v3.0.3_docs_components_/bootstrapdocs.com/v3.0.3/docs/examples/jumbotron/jumbotron.css	(from http://bootstrapdocs.com/v3.0.3/docs/examples/jumbotron/)
23:23:42	1411/1411	---M-Z	200	added ('OK')	text/css	etag:W/%2256fa285a-583%22	http://bootstrapdocs.com/v3.0.3/docs/examples/jumbotron-narrow/jumbotron-narrow.css	C:/My%20Web%20Sites/http___bootstrapdocs.com_v3.0.3_docs_components_/bootstrapdocs.com/v3.0.3/docs/examples/jumbotron-narrow/jumbotron-narrow.css	(from http://bootstrapdocs.com/v3.0.3/docs/examples/jumbotron-narrow/)
23:23:43	90/90	---MCZ	200	added ('OK')	text/css	etag:W/%2256fa285a-5a%22	http://bootstrapdocs.com/v3.0.3/docs/examples/navbar/navbar.css	C:/My%20Web%20Sites/http___bootstrapdocs.com_v3.0.3_docs_components_/bootstrapdocs.com/v3.0.3/docs/examples/navbar/navbar.css	(from http://bootstrapdocs.com/v3.0.3/docs/examples/navbar/)
23:23:43	77/77	---MCZ	200	added ('OK')	text/css	etag:W/%2256fa285a-4d%22	http://bootstrapdocs.com/v3.0.3/docs/examples/navbar-static-top/navbar-static-top.css	C:/My%20Web%20Sites/http___bootstrapdocs.com_v3.0.3_docs_components_/bootstrapdocs.com/v3.0.3/docs/examples/navbar-static-top/navbar-static-top.css	(from http://bootstrapdocs.com/v3.0.3/docs/examples/navbar-static-top/)
23:23:44	93107/93107	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-16bb3%22	https://code.jquery.com/jquery-1.10.2.min.js	C:/My%20Web%20Sites/http___bootstrapdocs.com_v3.0.3_docs_components_/code.jquery.com/jquery-1.10.2.min.js	(from http://bootstrapdocs.com/v3.0.3/docs/examples/starter-template/)
23:23:44	52/52	---MCZ	200	added ('OK')	text/css	etag:W/%2256fa285a-34%22	http://bootstrapdocs.com/v3.0.3/docs/examples/navbar-fixed-top/navbar-fixed-top.css	C:/My%20Web%20Sites/http___bootstrapdocs.com_v3.0.3_docs_components_/bootstrapdocs.com/v3.0.3/docs/examples/navbar-fixed-top/navbar-fixed-top.css	(from http://bootstrapdocs.com/v3.0.3/docs/examples/navbar-fixed-top/)
23:23:44	791/791	---M-Z	200	added ('OK')	text/css	etag:W/%2256fa285a-317%22	http://bootstrapdocs.com/v3.0.3/docs/examples/signin/signin.css	C:/My%20Web%20Sites/http___bootstrapdocs.com_v3.0.3_docs_components_/bootstrapdocs.com/v3.0.3/docs/examples/signin/signin.css	(from http://bootstrapdocs.com/v3.0.3/docs/examples/signin/)
23:23:45	755/755	---M-Z	200	added ('OK')	text/css	etag:W/%2256fa285a-2f3%22	http://bootstrapdocs.com/v3.0.3/docs/examples/sticky-footer/sticky-footer.css	C:/My%20Web%20Sites/http___bootstrapdocs.com_v3.0.3_docs_components_/bootstrapdocs.com/v3.0.3/docs/examples/sticky-footer/sticky-footer.css	(from http://bootstrapdocs.com/v3.0.3/docs/examples/sticky-footer/)
23:23:45	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2019%20Jul%202023%2002:23:45%20GMT	http://bootstrapdocs.com/v3.0.3/docs/examples/sticky-footer-navbar	C:/My%20Web%20Sites/http___bootstrapdocs.com_v3.0.3_docs_components_/bootstrapdocs.com/v3.0.3/docs/examples/sticky-footer-navbar	(from http://bootstrapdocs.com/v3.0.3/docs/examples/sticky-footer/)
23:23:46	832/832	---M-Z	200	added ('OK')	text/css	etag:W/%2256fa285a-340%22	http://bootstrapdocs.com/v3.0.3/docs/examples/sticky-footer-navbar/sticky-footer-navbar.css	C:/My%20Web%20Sites/http___bootstrapdocs.com_v3.0.3_docs_components_/bootstrapdocs.com/v3.0.3/docs/examples/sticky-footer-navbar/sticky-footer-navbar.css	(from http://bootstrapdocs.com/v3.0.3/docs/examples/sticky-footer-navbar/)
23:23:46	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2019%20Jul%202023%2002:23:46%20GMT	http://bootstrapdocs.com/v3.0.3/docs/examples/sticky-footer	C:/My%20Web%20Sites/http___bootstrapdocs.com_v3.0.3_docs_components_/bootstrapdocs.com/v3.0.3/docs/examples/sticky-footer	(from http://bootstrapdocs.com/v3.0.3/docs/examples/sticky-footer-navbar/)
23:23:46	2361/2361	---M-Z	200	added ('OK')	text/css	etag:W/%2256fa285a-939%22	http://bootstrapdocs.com/v3.0.3/docs/examples/justified-nav/justified-nav.css	C:/My%20Web%20Sites/http___bootstrapdocs.com_v3.0.3_docs_components_/bootstrapdocs.com/v3.0.3/docs/examples/justified-nav/justified-nav.css	(from http://bootstrapdocs.com/v3.0.3/docs/examples/justified-nav/)
23:23:47	896/896	---M-Z	200	added ('OK')	text/css	etag:W/%2256fa285a-380%22	http://bootstrapdocs.com/v3.0.3/docs/examples/offcanvas/offcanvas.css	C:/My%20Web%20Sites/http___bootstrapdocs.com_v3.0.3_docs_components_/bootstrapdocs.com/v3.0.3/docs/examples/offcanvas/offcanvas.css	(from http://bootstrapdocs.com/v3.0.3/docs/examples/offcanvas/)
23:23:47	437781/437781	---M-Z	200	added ('OK')	application/javascript	etag:W/%2256fa285a-6ae15%22	http://bootstrapdocs.com/v3.0.3/docs/docs-assets/js/raw-files.js	C:/My%20Web%20Sites/http___bootstrapdocs.com_v3.0.3_docs_components_/bootstrapdocs.com/v3.0.3/docs/docs-assets/js/raw-files.js	(from http://bootstrapdocs.com/v3.0.3/docs/customize/)
23:23:47	137/137	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256fa285a-89%22	http://bootstrapdocs.com/v3.0.3/docs/examples/offcanvas/offcanvas.js	C:/My%20Web%20Sites/http___bootstrapdocs.com_v3.0.3_docs_components_/bootstrapdocs.com/v3.0.3/docs/examples/offcanvas/offcanvas.js	(from http://bootstrapdocs.com/v3.0.3/docs/examples/offcanvas/)
23:23:48	2709/2709	---M-Z	200	added ('OK')	text/css	etag:W/%2256fa285a-a95%22	http://bootstrapdocs.com/v3.0.3/docs/examples/carousel/carousel.css	C:/My%20Web%20Sites/http___bootstrapdocs.com_v3.0.3_docs_components_/bootstrapdocs.com/v3.0.3/docs/examples/carousel/carousel.css	(from http://bootstrapdocs.com/v3.0.3/docs/examples/carousel/)
23:23:49	2610/2610	---M-Z	200	added ('OK')	text/css	etag:W/%2256fa285a-a32%22	http://bootstrapdocs.com/v3.0.3/docs/examples/non-responsive/non-responsive.css	C:/My%20Web%20Sites/http___bootstrapdocs.com_v3.0.3_docs_components_/bootstrapdocs.com/v3.0.3/docs/examples/non-responsive/non-responsive.css	(from http://bootstrapdocs.com/v3.0.3/docs/examples/non-responsive/)
23:23:49	13135/13135	---M-Z	200	added ('OK')	text/css	etag:W/%2256fa285a-334f%22	http://bootstrapdocs.com/v3.0.3/docs/dist/css/bootstrap-theme.min.css	C:/My%20Web%20Sites/http___bootstrapdocs.com_v3.0.3_docs_components_/bootstrapdocs.com/v3.0.3/docs/dist/css/bootstrap-theme.min.css	(from http://bootstrapdocs.com/v3.0.3/docs/examples/theme/)
23:23:50	199/199	---MCZ	200	added ('OK')	text/css	etag:W/%2256fa285a-c7%22	http://bootstrapdocs.com/v3.0.3/docs/examples/theme/theme.css	C:/My%20Web%20Sites/http___bootstrapdocs.com_v3.0.3_docs_components_/bootstrapdocs.com/v3.0.3/docs/examples/theme/theme.css	(from http://bootstrapdocs.com/v3.0.3/docs/examples/theme/)
